"Checkout Options","購入オプション","1"
"Checkout Progress Wrapper","チェックアウト進行ラッパー","1"
"Checkout Section","購入セクション","1"
"Checkout Terms and Conditions","購入条件","1"
"Checkout with Multiple Addresses","複数住所へ配送する","1"
"City","市","1"
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","<a href=""%s"" onclick=""this.target=\'_blank\'"">ここをクリック</a>して注文確認をコピーしてください。","1"
"Click <a href=""%s"">here</a> to continue shopping.","<a href=""%s"">ここ</a>をクリックしてお買い物を続けてください。","1"
"Close","閉じる","1"
"Company","会社名","1"
"Condition Name","条件","1"
"Configurable Product Image","設定可能な商品の画像","1"
"Configure Cart Item","カートの商品を編集する","1"
"Confirm Password","パスワード再確認","1"
"Content","コンテンツ","1"
"Content Height","高さ","1"
"Content Height (css)","高さ (css)","1"
"Continue","続ける","1"
"Continue Shopping","お買い物を続ける","1"
"Continue to Billing Information","ご購入者情報へ","1"
"Continue to Review Your Order","ご注文内容の確認へ","1"
"Continue to Shipping Information","お届け先情報へ","1"
"Country","国","1"
"Coupon code ""%s"" is not valid.","クーポンコード""%s""は無効です","1"
"Coupon code ""%s"" was applied.","クーポンコード ""%s"" を適用しました。","1"
"Coupon code was canceled.","クーポンコードをキャンセルしました。","1"
"Create an order from shopping cart","ショッピングカートから注文を作成する","1"
"Create Billing Address","購入者住所を作成","1"
"Create Shipping Address","発送先住所を作成","1"
"Create shopping cart","ショッピングカートを作成する","1"
"Customer Information","顧客情報","1"
"Customer's information","顧客情報","1"
"Data saving problem","データ保存問題","1"
"Default Billing","標準の購入者","1"
"Default Shipping","標準の配送方法","1"
"Delete Condition","条件の削除","1"
"Details","詳細","1"
"Disabled","無効","1"
"Discount Codes","クーポンコード","1"
"Display Cart Summary","カートの概要を表示","1"
"Display item quantities","商品の見積もりを表示","1"
"Display number of items in cart","カート内の商品数を表示","1"
"Display number of items in wishlist","ほしい物リストの件数を表示","1"
"Display Shopping Cart Sidebar","ショッピングカートサイドバーを表示する","1"
"Easy access to your order history and status","簡単にご注文の履歴，状態が確認できます．","1"
"Edit","編集","1"
"Edit Address","住所の編集","1"
"Edit Billing Address","購入者住所を編集","1"
"Edit item","商品の編集","1"
"Edit item parameters","商品パラメータの編集","1"
"Edit Items","アイテムを編集","1"
"Edit Shipping Address","配送先を編集","1"
"Edit Terms and Conditions","契約条件の編集","1"
"Edit Your Cart","カートの中身を編集","1"
"Email Address","メールアドレス","1"
"Enable Onepage Checkout","ワンページチェックアウトを有効にする","1"
"Enable Terms and Conditions","契約条件を有効にする","1"
"Enabled","有効","1"
"Enter a New Address","新しい住所を入力","1"
"Enter your coupon code if you have one.","クーポンコードがあれば入力してください。","1"
"Enter your destination to get a shipping estimate.","配送料の見積もりを表示するにはお届け先を入力してください。","1"
"Estimate Shipping and Tax","送料と税金の計算","1"
"Excl. Tax","税別","1"
"Fast and easy check out","早く，簡単に支払い手続きができます．","1"
"Fax","FAX番号","1"
"Forgot an Item?","上記の注文でよろしいですか？","1"
"Forgot your password?","パスワードを忘れた方は","1"
"Get a Quote","見積もる","1"
"Get list of available payment methods","利用可能な支払い方法の一覧を取得する","1"
"Get list of available shipping methods","利用可能な配送方法の一覧を取得する","1"
"Get list of products in shopping cart","カートの商品一覧を取得する","1"
"Get terms and conditions","利用規約を取得する","1"
"Get total prices for shopping cart","カートの合計金額を取得する","1"
"Gift Message","ギフトメッセージ","1"
"Grand Total:","合計：","1"
"Grouped Product Image","グループ商品の画像","1"
"HTML","HTML","2"
"ID","ID","2"
"Incl. Tax","税込","1"
"Invalid method: %s","不正な支払方法: %s","1"
"Item not found or already ordered","商品が見つからないか、ご注文済みです","1"
"Items","アイテム","1"
"Items After","商品の後","1"
"Items Before","商品の前","1"
"Load customer quote error","顧客の見積もり読み込みエラー","1"
"Loading next step...","次のステップを読み込んでいます...","1"
"Login","ログイン","1"
"Login/Registration Before","ログイン/登録の前","1"
"Manage Checkout Terms and Conditions","チェックアウト方法と条件を管理する","1"
"Maximum Display Recently Added Item(s)","最近カートに入れた商品の表示件数","1"
"Maximum qty allowed for Shipping to multiple addresses is %s","複数の住所へ配送する場合の最大の数量は%sです","1"
"Move to Wishlist","欲しいものリストに移動","1"
"Multishipping Checkout","マルチシッピングチェックアウト","1"
"Multishipping Checkout Address (Any) Form","マルチシッピングチェックアウト住所フォーム","1"
"Multishipping Checkout Billing Address Creation","マルチシッピングチェックアウト請求先住所作成","1"
"Multishipping Checkout Billing Address Edit Form","マルチシッピングチェックアウト請求先住所編集フォーム","1"
"Multishipping Checkout Billing Address Selection","マルチシッピングチェックアウト請求先住所選択","1"
"Multishipping Checkout Billing Information Step","マルチシッピングチェックアウト請求先情報ステップ","1"
"Multishipping Checkout Customer Address Edit Form","マルチシッピングチェックアウトお客様住所変更フォーム","1"
"Multishipping Checkout Overview","マルチシッピングチェックアウト概要","1"
"Multishipping Checkout Shipping Address Creation","マルチシッピングチェックアウト配送先住所作成","1"
"Multishipping Checkout Shipping Address Edit Form","マルチシッピングチェックアウト配送先住所編集フォーム","1"
"Multishipping Checkout Shipping Address Selection","マルチシッピングチェックアウト配送先住所選択","1"
"Multishipping Checkout Shipping Information Step","複数配送チェックアウトの配送情報ステップ","1"
"Multishipping Checkout Success","マルチシッピングチェックアウト成功","1"
"My Cart","マイカート","1"
"My Cart (%s item)","マイカート(%s個)","1"
"My Cart (%s items)","マイカート (%s 個)","1"
"My Cart Link","マイカートリンク","1"
"New Address","新規住所","1"
"New Condition","新しい条件","1"
"One item of products do not have identifier or sku","SKUのない商品があります。","1"
"One item of products is not belong any of quote item","One item of products is not belong any of quote item","2"
"One Page Checkout","ワンページチェックアウト","1"
"One Page Checkout Failure","ワンページチェックアウト失敗","1"
"One Page Checkout Overview","ワンページチェックアウト概要","1"
"One Page Checkout Success","ワンページチェックアウト成功","1"
"Order #","ご注文番号 ","1"
"Order place error.","注文確定エラー","1"
"Order Review","ご注文の確認","1"
"Order Success","注文成功","1"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","ご購入合計金額はご注文を確定する直前に表示されます","1"
"Other Items in Your Order","ご注文の商品","1"
"Overview Items After","商品概要の後","1"
"Password","パスワード","1"
"Payment Failed Email Reciever","支払失敗時のメール受取先","1"
"Payment Failed Email Sender","支払失敗時のメール送信元","1"
"Payment Failed Emails","支払失敗時のメール","1"
"Payment Failed Template","支払失敗時のテンプレート","1"
"Payment Information","お支払情報","1"
"Payment Method","お支払方法","1"
"Payment method information","お支払方法情報","1"
"Payment method is not defined","支払方法が定義されていません","1"
"Payment Methods After Checkout Button","支払方法の後の購入ボタン","1"
"Payment Methods Before Checkout Button","チェックアウトボタンの前の支払方法","1"
"Payment methods in shopping cart","カートのお支払い方法","1"
"Payment profile # %s: ""%s"".","決済プロファイル No.%s: ""%s"".","1"
"Place Order","注文を確定する","1"
"Please agree to all Terms and Conditions before placing the order.","ご注文前にご一読ください。","1"
"Please agree to all Terms and Conditions before placing the orders.","ご注文前にご一読ください。","1"
"Please agree to all the terms and conditions before placing the order.","ご注文前にご一読ください。","1"
"Please log in below:","こちらからログインしてください:","1"
"Please select region, state or province","都道府県を選択してください","1"
"Please select shipping address for applicable items","お届け先を選択してください。","1"
"Please select shipping methods for all addresses","すべての住所への配送方法を選択してください","1"
"Price","価格","1"
"Proceed to Checkout","レジに進む","1"
"Product","商品","1"
"Product Name","商品名","1"
"Products","商品","1"
"Qty","個数","1"
"Qty:","個数:","1"
"Quantity was recalculated from %d to %d","個数は %d から %d に再計算されます。","1"
"Quote item does not exist.","見積中商品が見つかりません","1"
"Quote item is not found.","見積中商品が見つかりません","1"
"Quote Lifetime (days)","見積もりの有効期間(日)","1"
"Recently added item(s)","最近追加した商品","1"
"Register","新規登録","1"
"Register and save time!","登録すると手続きが簡単に!","1"
"Register to Create an Account","アカウントを作成するために会員登録をお願いいたします。","1"
"Register with us for future convenience:","登録のメリット","1"
"Remove coupon code from shopping cart","クーポンの適用をやめる","1"
"Remove Item","商品を削除","1"
"Remove item","商品を削除","1"
"Remove product from shopping cart","カートから商品を削除する","1"
"Remove product(s) from shopping cart","カートから商品を削除する","1"
"Remove This Item","この商品を削除する","1"
"Retrieve information about shopping cart","カートの情報を取得","1"
"Review Order","注文の確認","1"
"Review Order - %s","注文の確認 - %s","1"
"Sales","販売額","1"
"Save Condition","条件を保存","1"
"Save in address book","アドレス帳に保存","1"
"See price before order confirmation.","注文確認前に価格を表示","1"
"Select a billing address from your address book or enter a new address.","アドレスブックから請求先の住所を選択するか、新しい住所を入力してください。","1"
"Select a shipping address from your address book or enter a new address.","お届け先をアドレスブックから選択するか、新しい住所を入力してください。","1"
"Select Address","住所選択","1"
"Select Addresses","住所選択","1"
"Select Shipping Method","配送方法を選択","1"
"Select State/Province...","都道府県を選択してください。","1"
"Send Payment Failed Email Copy Method","支払失敗コピーメール送信方法","1"
"Send Payment Failed Email Copy To","支払失敗コピーメール送信先","1"
"Send To","配送先","1"
"Separate by "","".",""",""で区切られた","1"
"Set customer for shopping cart","カートに顧客をセット","1"
"Set customer's addresses in shopping cart","カートに顧客住所をセット","1"
"Set payment method","支払方法をセット","1"
"Set shipping method","配送方法をセット","1"
"Ship to different address","別の住所へ送る","1"
"Ship to Multiple Addresses","複数の住所へ送る","1"
"Ship to this address","この住所へ送る","1"
"Shipping Address","発送先住所","1"
"Shipping Information","発送先情報","1"
"Shipping information","配送先情報","1"
"Shipping Method","発送方法","1"
"Shipping method has not been selected yet","配送方法が選択されていません","1"
"Shipping Methods","配送方法","1"
"Shipping methods in shopping cart","カートの配送方法","1"
"Shipping selection is not applicable.","送料の選択が正しくありません。","1"
"Shipping To","配送先","1"
"Shopping Cart","ショッピングカート","1"
"Shopping cart ability to set coupon code","カートはクーポンの適用が可能","1"
"Shopping Cart Form Before","ショッピングカートフォームの前","1"
"Shopping Cart is Empty","カートの中には何もありません。","1"
"Shopping Cart Sidebar","サイドバーショッピングカート","1"
"Shopping Cart Sidebar Extra Actions","サイドバーショッピングカートアクション","1"
"Show Content as","内容の提示","1"
"Some of the requested products are not available in the desired quantity.","いくつかの商品でご希望いただいた数の在庫がありません。","1"
"Some of the requested products are unavailable.","ご希望の商品のいくつかはご利用いただけません。","1"
"Some products quantities were recalculated because of quantity increment mismatch","幾つかの商品の個数が変更されたために再計算されました。","1"
"Sorry, no quotes are available for this order at this time.","申し訳ありません、現在この注文でお見積もりはご利用できません。","1"
"State/Province","都道府県","1"
"Status","状態","1"
"Store View","店舗ビュー","1"
"Street Address","住所","1"
"Street Address %s","住所 %s","1"
"Submitting order information...","ご注文情報を送信中です。。。","1"
"Subtotal","小計","1"
"Telephone","電話番号","1"
"Terms and Conditions","契約条件","1"
"Terms and conditions","契約条件","1"
"Terms and Conditions Information","契約条件情報","1"
"Text","テキスト","1"
"Thank you for your purchase!","ご購入ありがとうございました！","1"
"The condition has been deleted","条件を削除しました。","1"
"The condition has been saved.","条件を保存しました。","1"
"The onepage checkout is disabled.","ワンページチェックアウトは無効です。","1"
"The product could not be found.","商品が見つかりません。","1"
"The product does not exist.","商品が見つかりません。","1"
"There are <a href=""%s"">%s items</a> in your cart.","<a href=""%s"">%s個</a>の商品がカートに入っています。","1"
"There is <a href=""%s"">1 item</a> in your cart.","<a href=""%s"">1個</a>の商品がカートに入っています。","1"
"There was an error processing your order. Please contact us or try again later.","ご注文の処理中にエラーが発生しました。やり直してください。","1"
"This condition no longer exists.","この条件は存在しません。","1"
"Total","合計","1"
"Total for this address","このアドレスへの合計","1"
"Unable to set Payment Method.","決済方法をセットできません。","1"
"Unit Price","単価","1"
"Update Cart","カートを更新","1"
"Update product quantities in shopping cart","カートの商品点数を更新する","1"
"Update product(s) quantities in shopping cart","カートの商品点数を更新する","1"
"Update Qty &amp; Addresses","数量&amp;住所の更新","1"
"Update Shopping Cart","ショッピングカートを更新","1"
"Update Total","合計更新","1"
"Use Billing Address","請求先の住所を使う","1"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","ご注文を処理しています、注文の詳細をメールでお送りします。また、ご注文が発送されると発送状況を確認できるURLを付けてもメールをお送ります。","1"
"What's this?","これは何ですか？","1"
"You have no items in your shopping cart.","カートの中には何もありません。","1"
"You will receive an order confirmation email with details of your order and a link to track its progress.","注文の確認メールをお送りしました。メールには注文状況を確認するURLがあります。","1"
"Your billing agreement # is: %s.","あなたの支払同意番号は %s です。","1"
"Your Checkout Progress","進行状況","1"
"Your order # is: %s.","あなたのご注文番号は %s です。","1"
"Your order has been received","ご注文をお受けしました","1"
"Your order number is ","ご注文番号は","1"
"Your recurring payment profiles:","あなたの継続支払プロファイル:","1"
"Zip/Postal Code","郵便番号","1"
