"Sorry, but administrator denied subscription for guests. Please <a href=""%s"">register</a>.","申し訳ありません、ゲストの方はメールマガジンをご購読いただけません。 <a href=""%s"">会員登録</a>をお願いいたします。","1"
"Start","開始","1"
"Status","状態","1"
"Store","店舗","1"
"Store View","店舗ビュー","1"
"Subject","件名","1"
"Submit","送信","1"
"Subscribe","購読","1"
"Subscribed","購読済","1"
"Subscriber","購読者","1"
"Subscribers","購読者","1"
"Subscribers From","購読者","1"
"Subscription Options","購読オプション","1"
"Success Email Sender","成功メール送信者","1"
"Success Email Template","成功メールテンプレート","1"
"Template Content","テンプレートコンテンツ","1"
"Template Information","テンプレート情報","1"
"Template Name","テンプレート名","1"
"Template Styles","テンプレートスタイル","1"
"Template Subject","テンプレート件名","1"
"Template Type","テンプレートタイプ","1"
"Thank you for your subscription.","ご購読ありがとうございます。","1"
"The subscription has been removed.","購読を解除しました。","1"
"The subscription has been saved.","購読しました。","1"
"There was a problem with the subscription: %s","入力内容に誤りがあります: %s","1"
"There was a problem with the subscription.","購読中にエラーが発生しました。","1"
"There was a problem with the un-subscription.","購読解除中に問題がありました。","1"
"This email address is already assigned to another user.","このメールアドレスは既に使用されています。","1"
"Type","タイプ","1"
"Unconfirmed","未確認","1"
"Unsubscribe","購読解除","1"
"Unsubscribe Selected","未購読を選択しました","1"
"Unsubscribed","購読解除","1"
"Unsubscription Email Sender","購読解除メール送信者","1"
"Unsubscription Email Template","購読解除メールテンプレート","1"
"View Newsletter","メールマガジンを見る","1"
"Website","ウェブサイト","1"
"You have been unsubscribed.","未購読になりました。","1"
"Your subscription has been confirmed.","メールマガジン購読登録を完了しました。","1"
