"Submitting order information...","ご注文情報を送信中です。。。"
"Subtotal","小計"
"Telephone","電話番号"
"Terms and Conditions","契約条件"
"Terms and Conditions Information","条件と状態の情報"
"Terms and conditions","契約条件"
"Text","テキスト"
"Thank you for your purchase!","ご購入ありがとうございました！"
"There are <a href=""%s""><strong>%s items</strong></a> in your cart.","カートに<a href=""%s""><strong>%s 個の商品</strong></a> があります。"
"There is <a href=""%s""><strong>1 item</strong></a> in your cart.","カート内の商品数は、 <a href=""%s""><strong>1個</strong></a> です。"
"There is already a customer registered using this email address","すでにこのメールアドレスは登録されています"
"There was an error processing your order. Please contact us or try again later.","ご注文の処理中にエラーが発生しました。やり直してください。"
"This condition no longer exists","この条件は存在しません"
"Total","合計"
"Total for this address","このアドレスへの合計"
"Unit Price","単価"
"Update Qty &amp; Addresses","数量&amp;住所の更新"
"Update Shopping Cart","ショッピングカートを更新"
"Update Total","合計更新"
"Use Billing Address","請求先の住所を使う"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","ご注文を処理しています、注文の詳細をメールでお送りします。また、ご注文が発送されると発送状況を確認できるURLを付けてもメールをお送ります。"
"You have no items in your shopping cart.","カートの中には何もありません。"
"You will receive an order confirmation email with details of your order and a link to track its progress.","注文の確認メールをお送りしました。メールには注文状況を確認するURLがあります。"
"Your Checkout Progress","チェックアウト状況"
"Your order # is: %s","ご注文番号: %s"
"Your order # is: <a href=""%s"">%s</a>","ご注文番号は: <a href=""%s"">%s</a>"
"Your order has been received","ご注文をお受けしました"
"Your order number is ","ご注文番号は"
"Zip/Postal Code","郵便番号"
"osCommerce Orders","osCommerce Orders"
"separate by "",""",""",""で分割"
"Payment Method","お支払方法"
"Payment Times","お支払回数"
"* Required Fields","*必須項目"
"Continue","続ける"
"Back","戻る"
"Payment Information","お支払情報"
"Submitting order information...","ご注文情報を送信しています..."
