"-- Please Select --","-- 選択してください --","1"
"Excel XML","Excel XML","2"
"Excl. Tax","税別","1"
"Excl. Tax:","税別:","1"
"Excluding Tax","税別","1"
"Export Tax Rates","税率のエクスポート","1"
"Grand Total (Excl. Tax)","合計 (税抜)","1"
"Grand Total (Excl.Tax)","合計 (税抜)","1"
"Grand Total (Incl. Tax)","合計 (税込)","1"
"Grand Total (Incl.Tax)","合計 (税込)","1"
"Grand Total Excl. Tax","税抜合計","1"
"Grand Total Incl. Tax","税込合計","1"
"Import / Export Tax Rates","税率のインポート / エクスポート","1"
"Import Tax Rates","税率のインポート","1"
"Inc. Tax","税込","1"
"Incl. Tax","税込","1"
"Incl. Tax:","税込:","1"
"Include Tax In Grand Total","税込合計","1"
"Including and Excluding Tax","税込と税抜","1"
"Including Tax","税込","1"
"Invalid file format upload attempt","不正なファイルフォーマットがアップロードされました。","1"
"Invalid file upload attempt","不正なファイルがアップロードされました","1"
"Manage Customer Tax Classes","顧客の税区分を管理","1"
"Manage Product Tax Classes","商品の税区分を管理","1"
"Manage Tax Rates","税率管理","1"
"Manage Tax Rules","課税方法管理","1"
"Manage Tax Zones & Rates","税率と地域の管理","1"
"Name","名前","1"
"New Class","新しい区分","1"
"New Rule","新しいルール","1"
"New Tax Rate","新規税率","1"
"No","No","2"
"None","なし","1"
"One of the country has invalid code.","国コードのうちのひとつが不正です。","1"
"Orders, Invoices, Creditmemos Display Settings","注文、請求、返金伝票表示設定","1"
"Original price only","オリジナル価格のみ","1"
"Price Display Settings","価格表示設定","1"
"Priority","優先度","1"
"Product Tax Class","商品税区分","1"
"Product Tax Class Information","商品税区分情報","1"
"Product Tax Classes","商品税区分","1"
"Range From","開始","1"
"Range To","終了","1"
"Rate","レート","1"
"Rate Percent","税率","1"
"Reset","リセット","1"
"Row Total","行合計","1"
"Sales","セールス","1"
"Save and Continue Edit","保存して編集を続ける","1"
"Save Class","区分の保存","1"
"Save Rate","レートの保存","1"
"Save Rule","ルールの保存","1"
"Shipping (Excl. Tax)","配送料 (税抜)","1"
"Shipping (Incl. Tax)","配送料 (税込)","1"
"Shipping & Handling (Excl.Tax)","配送料金 (税抜)","1"
"Shipping & Handling (Incl.Tax)","配送料金 (税込)","1"
"Shipping Excl. Tax (%s)","税抜配送料 (%s)","1"
"Shipping Incl. Tax (%s)","税込配送料金 (%s)","1"
"Shipping Prices","配送料金","1"
"Shopping Cart Display Settings","ショッピングカート表示設定","1"
"Sort Order","並び順","1"
"State","都道府県","1"
"State/Region","都道府県","1"
"Subtotal (Excl. Tax)","小計 (税抜)","1"
"Subtotal (Excl.Tax)","小計 (税抜)","1"
"Subtotal (Incl. Tax)","小計 (税込)","1"
"Subtotal (Incl.Tax)","小計 (税込)","1"
"Tax","税","1"
"Tax Calculation Based On","税計算基準","1"
"Tax Calculation Method Based On","税計算方法の基準","1"
"Tax Class for Shipping","配送の税区分","1"
"Tax Classes","税区分","1"
"Tax Identifier","税識別子","1"
"Tax Rate","税率","1"
"Tax rate cannot be removed. It exists in tax rule","税率を削除できません。この税率は使用中です。","1"
"Tax Rate Information","税率情報","1"
"Tax rates at the same priority are added, others are compounded.","同じ優先度の税率は加算されます。その他のものはまとめられます。","1"
"Tax Rule Information","税率情報","1"
"Tax Rules","課税方法","1"
"Tax Section","税セクション","1"
"Tax Titles","税タイトル","1"
"The tax class has been deleted.","税区分を削除しました。","1"
"The tax class has been saved.","税区分を保存しました。","1"
"The tax rate has been deleted.","税率を削除しました。","1"
"The tax rate has been imported.","税率を取り込みました。","1"
"The tax rate has been saved.","税率を保存しました。","1"
"The tax rule has been deleted.","課税ルールを削除しました。","1"
"The tax rule has been saved.","課税ルールを保存しました。","1"
"This class no longer exists","この区分は存在しません","1"
"This rule no longer exists","このルールは存在していません。","1"
"This rule no longer exists.","このルールは存在していません。","1"
"Total","合計","1"
"Unit Price","ユニット価格","1"
"Whether catalog prices entered by admin include tax.","管理画面から入力したか否かにかかわらず、税を含んだ価格で入力してください。","1"
"Whether shipping amounts entered by admin or obtained from gateways include tax.","出荷総額は管理者または決済ゲートウェイによって入力されたかにかかわらず、税を含んだ価格で入力してください。","1"
"Yes","Yes","2"
"You cannot delete this tax class as it is used for %d customer groups.","%dの顧客グループに使用しているため、この税区分を削除できません。","1"
"You cannot delete this tax class as it is used for %d products.","%dの商品に使用されているため、この税区分を削除できません","1"
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","この税区分は税ルールで使用されているため削除できませんでした。まず使用されているルールを削除してください。","1"
"Zip/Post Code","郵便番号","1"
"Zip/Post is Range","郵便番号の範囲","1"
